prod_id;prod_name;prod_description;prod_brand;category;prod_unit_price
7702047038406;Caldo Knorr gallina sobre ;Caldo Knorr gallina sobre x 8 g c-u pague 10 lleve 12;KNORR;Despensa;2990
7702047038758;Mayonesa Fruco baja en grasa ;Mayonesa Fruco baja en grasa x 190g;FRUCO;Despensa;3690
7702047038765;Salsa Fruco tomate ;Salsa Fruco tomate x 190g;FRUCO;Despensa;3590
7702047038901;Mayonesa Fruco mayodulce ;Mayonesa Fruco mayodulce x 180 g;FRUCO;Despensa;5390
7702047038925;Salsa Fruco tartara ;Salsa Fruco tartara x 180 g;FRUCO;Despensa;5790
7702047039014;Mayonesa Fruco light calorias ;Mayonesa Fruco light calorias x 180 g;FRUCO;Despensa;6590
7702047039076;Granola Maizena frutos bosque barra ;Granola Maizena frutos bosque barra x 6 und x 18g c-u;MAIZENA;Despensa;6390
7702047039083;Granola Maizena manzana almendras barra ;Granola Maizena manzana almendras barra x 6 und x 18g c-u;MAIZENA;Despensa;6390
7702047039106;Granola Maizena chocoalmendras barra ;Granola Maizena chocoalmendras barra x 6 und x 18g c-u;MAIZENA;Despensa;6390
7702047039113;Granola Maizena surtidas barra ;Granola Maizena surtidas barra x 6 und x 18g c-u;MAIZENA;Despensa;6390
7702047039229;Mayonesa Fruco artesanal ;Mayonesa Fruco artesanal x 110g;FRUCO;Despensa;4190
7702047039410;Crema knorr marinera ;Crema knorr marinera x 62g;KNORR;Despensa;2790
7702047094631;Esparcible Rama Baja En Sal 0% De Colesterol ;Esparcible Rama Baja En Sal 0% De Colesterol x 250g;RAMA;Lácteos, huevos y refrigerados;5390
7702047094648;Esparcible Rama Baja En Sal 0% De Colesterol ;Esparcible Rama Baja En Sal 0% De Colesterol x 500g;RAMA;Lácteos, huevos y refrigerados;9590
7702047094655;Esparcible Rama Con Sal 0% De Colesterol ;Esparcible Rama Con Sal 0% De Colesterol x 250g;RAMA;Lácteos, huevos y refrigerados;5390
7702047094662;Esparcible Rama Con Sal 0% De Colesterol ;Esparcible Rama Con Sal 0% De Colesterol x 500g;RAMA;Lácteos, huevos y refrigerados;8790
7702047094679;Esparcible Rama Con Sal 0% De Colesterol ;Esparcible Rama Con Sal 0% De Colesterol x 1000g;RAMA;Lácteos, huevos y refrigerados;16590
7702047094716;Esparcible Rama Line Reducida En Grasa 0% De Colesterol ;Esparcible Rama Line Reducida En Grasa 0% De Colesterol x 500g;RAMA;Lácteos, huevos y refrigerados;9190
7702047129913;Salsa negra Fruco ;Salsa negra Fruco x 155 ml;FRUCO;Despensa;4590
7702047130322;Salsa de tomate Fruco ;Salsa de tomate Fruco x 250 gr;FRUCO;Despensa;4090
7702047134313;Margarina barra Rama ;Margarina barra Rama x 125 g pague 4 lleve 5;RAMA;Lácteos, huevos y refrigerados;7990
7702047136058;Margarina con sal Rama pague 800 lleve 1000 g;Margarina con sal Rama pague 800 lleve 1000 g;RAMA;Lácteos, huevos y refrigerados;13990
7702047136072;Margarina con sal Rama pague 400 lleve 500 g;Margarina con sal Rama pague 400 lleve 500 g;RAMA;Lácteos, huevos y refrigerados;7590
7702047137468;Crema de pollo con champiñones Knorr ;Crema de pollo con champiñones Knorr x 62 g;KNORR;Despensa;2690
7702047137482;Crema de champiñones Knorr ;Crema de champiñones Knorr x 64 g;KNORR;Despensa;2790
7702047137505;Crema de tomate Knorr ;Crema de tomate Knorr x 64 g;KNORR;Despensa;2690
7702047137529;Crema de pollo Knorr ;Crema de pollo Knorr x 57 g;KNORR;Despensa;2790
7702047137543;Crema de camarones Knorr ;Crema de camarones Knorr x 62 g;KNORR;Despensa;2690
7702047137567;Crema de chochlo tierno Knorr ;Crema de chochlo tierno Knorr x 57 g;KNORR;Despensa;2790
7702047137604;Sopa de pollo con fideos Knorr ;Sopa de pollo con fideos Knorr x 64 g;KNORR;Despensa;1350
7702047137628;Sopa de minestrone Knorr ;Sopa de minestrone Knorr x 64 g;KNORR;Despensa;2250
7702047137642;Sopa de ajiaco Knorr ;Sopa de ajiaco Knorr x 51 g;KNORR;Despensa;1750
7702047137666;Crema de cebolla Knorr ;Crema de cebolla Knorr x 66 g;KNORR;Despensa;2790
7702047137680;Crema de esparragos Knorr ;Crema de esparragos Knorr x 68 g;KNORR;Despensa;2690
7702047137703;Sopa de sancocho criollo Knorr ;Sopa de sancocho criollo Knorr x 52 g;KNORR;Despensa;1790
7702047137727;Sopa de costilla con fideos Knorr ;Sopa de costilla con fideos Knorr x 58 g;KNORR;Despensa;1350
7702047137741;Salsa Queso Para Pastas Knorr 33g;Salsa Queso Para Pastas Knorr 33g;KNORR;Despensa;2790
7702047137765;Mezcla ;Mezcla x salsa x champiñones x 33 g;KNORR;Despensa;2690
7702047137789;Mezcla de salsa boloñesa Knorr ;Mezcla de salsa boloñesa Knorr x 50 g;KNORR;Despensa;2790
7702047137802;Salsa preparación goulash Knorr ;Salsa preparación goulash Knorr x 57 g;KNORR;Despensa;2690
7702047137826;Mezcla de salsa carbonara Knorr ;Mezcla de salsa carbonara Knorr x 42 g;KNORR;Despensa;2790
7702047137840;Mezcla de salsa napolitana Knorr ;Mezcla de salsa napolitana Knorr x 46 g;KNORR;Despensa;2690
7702047137864;Salsa preparación bechamel Knorr ;Salsa preparación bechamel Knorr x 40 g;KNORR;Despensa;2790
7702047195789;Margarina liviana Rama ;Margarina liviana Rama x 250 g;RAMA;Lácteos, huevos y refrigerados;3790
7702049000432;Aguardiente antioqueño 29vol.x750ml;Aguardiente antioqueño 29vol.x750ml;ANTIOQUENO;Vinos y Licores;37990
7702049000494;Aguardiente antioqueño garrafa ;Aguardiente Antioqueño garrafa x 2000 ml;ANTIOQUENO;Vinos y Licores;87990
7702049000517;Aguardiente antioqueño botella ;Aguardiente antioqueño botella x 1000 ml;ANTIOQUENO;Vinos y Licores;47990
7702049000531;Aguardiente antioqueño sin azúcar 29 vol 750 ml;Aguardiente Antioqueño sin azúcar 29 vol 750 ml;ANTIOQUENO;Vinos y Licores;36990
7702049000548;Aguardiente antioqueno sin azúcar ;Aguardiente antioqueno sin azúcar x 375 ml;ANTIOQUENO;Vinos y Licores;19990
7702049000746;Aguardiente Antioqueño Premium Sin Azúcar x 750 ml;Aguardiente Antioqueño Premium Sin Azúcar x 750 ml;REAL1493;Vinos y Licores;55990
7702049000906;Aguardiente sin azúcar vidrio ;Aguardiente sin azúcar vidrio x 1000 ml;ANTIOQUENO;Vinos y Licores;51990
7702049000920;Aguardiente Antioqueño sin azúcar garrafa x 2000 ml;Aguardiente Antioqueño sin azúcar garrafa x 2000 ml;ANTIOQUENO;Vinos y Licores;91990
7702049001507;Aguardiente antioqueño tetra prisma ;Aguardiente antioqueño tetra prisma x 1050 ml;ANTIOQUENO;Vinos y Licores;46990
7702049001514;Aguardiente Antioqueño sin azúcar tetra x 1050 ml;Aguardiente Antioqueño sin azúcar tetra x 1050 ml;ANTIOQUENO;Vinos y Licores;49990
7702049001637;Aguardiente Antioqueno sin azúcar  botella ;Aguardiente Antioqueno sin azúcar  botella x 375 ml;ANTIOQUENO;Vinos y Licores;17990
7702049001644;Aguardiente Antioqueño sin azúcar 24° botella x 750ml;Aguardiente Antioqueño sin azúcar 24° botella x 750ml;ANTIOQUENO;Vinos y Licores;32990
7702049100576;Ron Medellín añejo ;Ron Medellín añejo x 750ml;MEDELLIN;Vinos y Licores;41990
7702049100613;Ron Medellín añejo 3 años ;Ron Medellín añejo 3 años x2000ml;MEDELLIN;Vinos y Licores;91990
7702049100620;Ron Medellín botella ;Ron Medellín botella x 1000 ml;MEDELLIN;Vinos y Licores;49990
7702049100651;Ron Medellín extra añejo 8 años ;Ron Medellín extra añejo 8 años x 750ml;MEDELLIN;Vinos y Licores;59990
7702049100668;Ron Medellín gran reserva 12 años ;Ron Medellín gran reserva 12 años x 750 cc;MEDELLIN;Vinos y Licores;77990
7702049101078;Ron medellin 5 años extra añejo sin azucar ;Ron medellin 5 años extra añejo sin azucar x 375 ml;MEDELLIN;Vinos y Licores;26990
7702049101153;Ron Medellín añejo 3 años tetra prisma ;Ron Medellín añejo 3 años tetra prisma x 1050 ml;MEDELLIN;Vinos y Licores;49990
7702049101160;Ron Medellin añejo tetra ;Ron Medellin añejo tetra x 260 ml;MEDELLIN;Vinos y Licores;13990
7702049101207;Ron Medellin dorado botella ;Ron Medellin dorado botella x 750 ml;MEDELLIN;Vinos y Licores;38990
7702050013339;Pasabocas De Todito Mix Paketon ;Pasabocas De Todito Mix Paketon x 300g;DE TODITO;Pasabocas;9790
7702050018853;Plátano Verde 100% Natural Natuchips 12 Und ;Plátano Verde 100% Natural Natuchips 12 Und x 336g;NATUCHIPS;Pasabocas;10990
7702050031999;Chicharrón Americano Natural Jacks 12 Und ;Chicharrón Americano Natural Jacks 12 Und x 180g;FRITO LAY;Pasabocas;0
7702057076696;Acid Ness Mk Frasco ;Acid Ness Mk Frasco X 120+60 ml;ACID NESS;Belleza;11390
7702057081027;Yodora Talco Desodorante Tarro ;Yodora Talco Desodorante Tarro X 60g;YODORA;Cuidado Personal;4790
7702057081553;Yodora Talco 120+60g Precio Especial;Yodora Talco 120+60g Precio Especial;YODORA;Cuidado Personal;11390
7702057082178;Yodora Talco Desodorante 300+90g Precio Especial;Yodora Talco Desodorante 300+90g Precio Especial;YODORA;Cuidado Personal;21990
7702057085469;Desodorante Yodora crema atp fresh ;Desodorante Yodora crema atp fresh x 2und x 100g;YODORA;Cuidado Personal;12390
7702057105228;Altex Jabón En Barra ;Altex Jabón En Barra X 100g;ALTEX;Belleza;8390
7702059202024;Azúcar Incauca Morena 1 kg;Azúcar Incauca Morena 1 kg;INCAUCA;Despensa;3090
7702059301017;Azúcar Incauca orgánica ;Azúcar Incauca orgánica x 800 g;INCAUCA;Despensa;4190
7702059402028;Azúcar Incauca Blanco Especial 1 kg;Azúcar Incauca Blanco Especial 1 kg;INCAUCA;Despensa;2660
7702059503039;Azúcar Incauca Extrafina 200 sobres;Azúcar Incauca Extrafina 200 sobres;INCAUCA;Despensa;4690
7702059601087;Bocadillo Doña Guayaba Tipo Bihao ;Bocadillo Doña Guayaba Tipo Bihao x 12 und;DONA GUAYABA;Dulces y postres;5190
7702059601179;Bocadillo Doña Guayaba Cubitos ;Bocadillo Doña Guayaba Cubitos x 36 und;DONA GUAYABA;Dulces y postres;4290
7702059601209;Bocadillo Doña Guayaba Lonja ;Bocadillo Doña Guayaba Lonja x 500g;DONA GUAYABA;Dulces y postres;4390
7702059601254;Azúcar Incauca light Display 100 tubipaks;Azúcar Incauca light Display 100 tubipaks;INCAUCA LIGHT;Despensa;3990
7702059601292;Bocadillo Doña Guayaba Lonja ;Bocadillo Doña Guayaba Lonja x 300g;DONA GUAYABA;Dulces y postres;3090
7702059601308;Azúcar Incauca light Bolsa 454g;Azúcar Incauca light Bolsa 454g;INCAUCA LIGHT;Despensa;4090
7702059601315;Azúcar Incauca light Bolsa 850 g;Azúcar Incauca light Bolsa 850 g;INCAUCA;Despensa;6590
7702059601322;Azúcar Incauca Morena light Bolsa 850 g;Azúcar Incauca Morena light Bolsa 850 g;INCAUCA LIGHT;Despensa;6790
7702059601339;Azúcar incauca light morena ;Azúcar incauca light morena x 454g bolsa;INCAUCA;Despensa;4090
7702059601445;Bocadillo Doña Guayaba Cubitos ;Bocadillo Doña Guayaba Cubitos x 20 und;DONA GUAYABA;Dulces y postres;3090
7702059601681;Bocadillo Doña Guayaba Tipo Bihao ;Bocadillo Doña Guayaba Tipo Bihao x 24 und;DONA GUAYABA;Dulces y postres;7790
7702059601711;Bocadillo Doña Guayaba Lonchera ;Bocadillo Doña Guayaba Lonchera x 12 und x 240 g;DONA GUAYABA;Dulces y postres;3390
7702059601834;Azúcar Incauca Morena light Vitamina D3 bolsa 750g;Azúcar Incauca Morena light Vitamina D3 bolsa 750g;INCAUCA;Despensa;6590
7702059602107;Bocadillo Doña Guayaba Tumecitos ;Bocadillo Doña Guayaba Tumecitos x 10 und;DONA GUAYABA;Dulces y postres;4890
7702059602183;Incauca Zero calorías con stevia, display por 40 sobres;Incauca Zero calorías con stevia, display por 40 sobres;INCAUCA;Despensa;9190
7702059602312;Bocadillo Doña Guayaba Light ;Bocadillo Doña Guayaba Light x 10 und;DONA GUAYABA;Dulces y postres;7190
7702059602374;Incauca Zero calorías por 30 sobres con Té verde, probióticos y Vitamina D3;Incauca Zero calorías por 30 sobres con Té verde, probióticos y Vitamina D3;INCAUCA;Despensa;7390
7702059602664;Azúcar Incauca light vitamina D3 ;Azúcar Incauca light vitamina D3 x 400 g;INCAUCA LIGHT;Despensa;4290
7702059602831;Endulzante Incauca light vital frutos amarillos ;Endulzante Incauca light vital frutos amarillos x 400 g;INCAUCA LIGHT;Despensa;3890
7702084127217;Promasa Blanca Polietileno ;Promasa Blanca Polietileno x 500 g;PROMASA;Despensa;1650
7702084127309;Promasa amarilla polietileno ;Promasa amarilla polietileno x 500g;PROMASA;Despensa;1650
7702084137414;Harina Promasa Blanca ;Harina Promasa Blanca x 1000 g;PROMASA;Despensa;3590
7702084137520;Harina PAN Blanca ;Harina PAN Blanca x 1000 g;PAN;Despensa;3190
7702084137537;Harina PAN Amarilla ;Harina PAN Amarilla x 1000 g;PAN;Despensa;3290
7702084137605;Harina Promasa Amarilla ;Harina Promasa Amarilla x 1000 g;PROMASA;Despensa;3390
7702084137858;Harina Pan integral blanca ;Harina Pan integral blanca x 1000g;PAN;Despensa;3690
7702084550015;Harina PAN Maíz Dulce ;Harina PAN Maíz Dulce x 1000 g;PAN;Despensa;5990
7702084700243;Arepa PAN Antioqueña ;Arepa PAN Antioqueña x 300 g;PAN;Lácteos, huevos y refrigerados;2590
7702084700250;Arepa PAN Antioqueña ;Arepa PAN Antioqueña x 1000 g;PAN;Lácteos, huevos y refrigerados;6390
7702084700267;Arepa PAN Antioqueña ;Arepa PAN Antioqueña ;PAN;Lácteos, huevos y refrigerados;4790
7702084700274;Arepa PAN Antioqueña especial ;Arepa PAN Antioqueña especial x 1000 g;PAN;Lácteos, huevos y refrigerados;6390
7702085001769;Pasta Spaghetti Multicereal Doria ;Pasta Spaghetti Multicereal Doria x 500 g.;DORIA;Despensa;3290
7702085002346;Pasta Ravioli de Pollo Doria ;Pasta Ravioli de Pollo Doria x 250 g.;DORIA;Despensa;7190
7702085002360;Pasta Spaghetti Sabor Ranchero Doria ;Pasta Spaghetti Sabor Ranchero Doria x 250 g.;DORIA;Despensa;2050
7702085003152;Salsa lista tomate italiana finas hierbas Doria ;Salsa lista tomate italiana finas hierbas Doria x 200 g;DORIA;Despensa;3790
7702085003176;Salsa lista tomate ranchero Doria ;Salsa De Tomate Sabor Ranchero Doria X 200 gr;DORIA;Despensa;3190
7702085003206;Salsa lista tomate vegetales huerto Doria ;Salsa lista tomate vegetales huerto Doria x 200 g;DORIA;Despensa;3790
7702085003398;Pasta de arroz Doria sin gluten quinoa chía ;Pasta de arroz Doria sin gluten quinoa chía x 250g;DORIA;Despensa;6790
7702085003428;Lasagna Doria ;Lasagna Doria x 400g;DORIA;Despensa;6790
7702085012024;Pasta Clásica Spaghetti Doria ;Pasta Clásica Spaghetti Doria x 250 g.;DORIA;Despensa;1490
7702085012055;Pasta Clásica Tallarín Doria ;Pasta Clásica Tallarín Doria x 250 g.;DORIA;Despensa;1790
7702085012062;Pasta Clásica Fideo Doria ;Pasta Clásica Fideo Doria x 250 g.;DORIA;Despensa;1650
7702085012079;Pasta Clásica Cabello de Ángel Doria ;Pasta Clásica Cabello de Ángel Doria x 250 g.;DORIA;Despensa;1790
7702085012093;Pasta Clásica Macarrón Corto Doria ;Pasta Clásica Macarrón Corto Doria x 250 g.;DORIA;Despensa;1650
7702085012123;Pasta Clásica Concha Doria ;Pasta Clásica Concha Doria x 250 g.;DORIA;Despensa;1790
7702085012215;Pasta Clásica Conchita Doria ;Pasta Clásica Conchita Doria x 250 g.;DORIA;Despensa;1650
7702085012390;Pasta Clásica Codos Doria ;Pasta Clásica Codos Doria x 250 g.;DORIA;Despensa;1790
7702085012482;Pasta Clásica Tornillos Doria ;Pasta Clásica Tornillos X 250 gr;DORIA;Despensa;1670
7702085012499;Pasta Tornillos Verduras Doria ;Pasta Tornillos Verduras Doria x 250 g.;DORIA;Despensa;2290
7702085013021;Pasta Clásica Spaghetti Doria ;Pasta Clásica Spaghetti X 500 gr;DORIA;Despensa;2790
7702085013052;Pasta Clásica Tallarín Doria ;Pasta Clásica Tallarín Doria x 500 g.;DORIA;Despensa;2790
7702085013069;Pasta Clásica Fideo Doria ;Pasta Clásica Fideo Doria x 500 g.;DORIA;Despensa;2790
7702085013076;Pasta Clásica Cabello de Ángel Doria ;Pasta Clásica Cabello de Ángel Doria x 500 g.;DORIA;Despensa;2990
7702085013120;Pasta Clásica Concha Doria ;Pasta Clásica Concha Doria x 500 g.;DORIA;Despensa;3090
7702085013427;Pasta Clásica Rigatoni Doria ;Pasta Clásica Rigatoni Doria x 500 g.;DORIA;Despensa;2990
7702085013496;Pasta Tornillos Verduras Doria ;Pasta Tornillos Verduras Doria x 500 g.;DORIA;Despensa;3390
7702085014288;Pasta Macarrón con Salsa de Queso Doria ;Pasta Macarrón con Salsa de Queso Doria x 210 g.;DORIA;Despensa;3190
7702085019023;Pasta Clásica Spaghetti Doria ;Pasta Clásica Spaghetti Doria x 1000 g.;DORIA;Despensa;3990
7702085021149;Pastas Monticello penne rigate ;Pastas Monticello penne rigate x 500 g.;MONTICELLO;Despensa;4632
7702085021194;Pasta Monticello Spaguetti ;Pasta Monticello Spaguetti x 250 g.;MONTICELLO;Despensa;2890
7702085021538;Pasta Monticello fettuccine ;Pasta Monticello fettuccine x 500 g.;MONTICELLO;Despensa;5390
7702085021576;Pasta Monticello linguine ;Pasta Vermicelli X 500 gr;MONTICELLO;Despensa;5460
7702085021668;Spaghetti integral Monticello 5 ;Spaghetti integral Monticello 5 x 500g.;MONTICELLO;Despensa;6590
7702085043066;Pasta Lasagna Precocida Doria ;Pasta Lasagna Precocida Doria x 200 g.;DORIA;Despensa;3790
7702085048108;Macarrón instantáneo con queso Doria  x53g;Macarrón instantáneo con queso Doria  x53g;DORIA;Despensa;2690
7702085243022;Pasta Monticello spaguetti ;Pasta Monticello spaguetti x 500 g.;MONTICELLO;Despensa;5190
7702085243480;Pasta Monticello fusilli ;Pasta Monticello fusilli x 500 g.;MONTICELLO;Despensa;5790
7702088012021;Chocolate luker amargo ;Chocolate luker amargo x 250g;LUKER;Despensa;6390
7702088132057;Chocolate Quesada Clavos y Canela x500g;Chocolate Quesada Clavos y Canela x500g;QUESADA;Despensa;5590
7702088132354;Chocolate quesada vainilla ;Chocolate quesada vainilla x 500 g;QUESADA;Despensa;3913
7702088142605;Chocolate En Barra Luker Light ;Chocolate En Barra Luker Light X 125g;LUKER;Despensa;4490
7702088142612;Chocolate En Barra Luker Light Clavos y canela ;Chocolate En Barra Luker Light Clavos y canela X 125g;LUKER;Despensa;4390
7702088163587;Chocolate Quesada con azúcar clavos y canela ;Chocolate Quesada con azúcar clavos y canela x 400 g;CHOCOLATADA;Despensa;6190
7702088165048;Chocoexpress doy pack ;Chocoexpress doy pack x 200 g;CHOCOEXPRESS;Despensa;4890
7702088190194;Chocolate sol bajo azúcar cero colesterol ;Chocolate sol bajo azúcar cero colesterol x 16 und x 320g;SOL;Despensa;5990
7702088202187;Alimento Luki chupeta surtido ;Alimento Luki chupeta surtido x 3 und x 270 g peso neto gratis muñeco;LUKI;Lácteos, huevos y refrigerados;6990
7702090006407;Agua Cristal Bolsa ;Agua Cristal Bolsa x 6 L;CRISTAL;Bebidas;2450
7702090006544;Agua Cristal Garrafa ;Agua Cristal Garrafa x 5 L;CRISTAL;Bebidas;5790
7702090006698;Agua Cristal ;Agua Cristal x 1.5L;CRISTAL;Bebidas;2790
7702090016482;Gaseosa Kola Hipinto Supergigante ;Gaseosa Kola Hipinto Supergigante x 2.5L;HIPINTO;Bebidas;4990
7702090017144;Gaseosa Manzana Go Pack ;Gaseosa Manzana Go Pack x 600ml;POSTOBON;Bebidas;2090
7702090017151;Gaseosa Colombiana Go Pack ;Gaseosa Colombiana Go Pack x 600ml;COLOMBIANA;Bebidas;2390
7702090020489;Gaseosa Naranja Postobon ;Gaseosa Naranja Postobon x 2, 5 Litros;POSTOBON;Bebidas;4990
7702090020496;Gaseosa canada dry ginger ale ;Gaseosa canada dry ginger ale x 2,5 Litros;POSTOBON;Bebidas;5390
7702090020502;Gaseosa Bretaña ;Gaseosa Bretaña x 2.5L;BRETANA;Bebidas;4790
7702090020649;Gaseosa Uva ;Gaseosa Uva x 2.5L;POSTOBON;Bebidas;4990
7702090020847;Gaseosa Bretana ;Gaseosa Bretana x 300ml;BRETANA;Bebidas;1950
7702090020854;Gaseosa Manzana Postobón ;Gaseosa Manzana Postobón x 300 ml;MANZANA;Bebidas;1690
7702090020861;Gaseosa colombiana ;Gaseosa colombiana x 300 ml;COLOMBIANA;Bebidas;1690
7702090020922;Gaseosa Ginger Canada dry x 300ml;Gaseosa Ginger Canada dry x 300ml;CANADA DRY;Bebidas;1890
7702090020939;Gaseosa canada cry agua tonica ;Gaseosa canada cry agua tonica x 300 ml;CANADA DRY;Bebidas;1950
7702090022711;Agua Cristal Pet. ;Agua Cristal Pet. x 600ml;CRISTAL;Bebidas;1790
7702090022728;Gaseosa Manzana Postobon ;Gaseosa Manzana Postobon x 3.125L;POSTOBON;Bebidas;5190
7702090022766;Gaseosa Colombiana Postobon ;Gaseosa Colombiana Postobon x 3.125L;COLOMBIANA;Bebidas;5190
7702090022780;Gaseosa Pepsi Jumbo ;Gaseosa Pepsi Jumbo x 3.125L;PEPSI;Bebidas;5190
7702090022797;Gaseosa 7 Up ;Gaseosa 7 Up x 3,125 Litros;7 UP;Bebidas;5190
7702090023008;Agua Cristal Con Gas Pet ;Agua Cristal Con Gas Pet x 600ml;CRISTAL;Bebidas;1590
7702090023855;Bebida té limón Mr Tea ;Bebida té limón Mr Tea x 300 ml;MR TEA;Bebidas;1550
7702090023862;Bebida té durazno Mr Tea ;Bebida té durazno Mr Tea x 300 ml;MR TEA;Bebidas;1550
7702090023893;Refresco Hit Buenos Días Natural ;Refresco Hit Buenos Días Natural x 1L;HIT;Bebidas;4390
7702090025682;Nectar hit vital pera ;Nectar hit vital pera x 237ml;HIT;Bebidas;1690
7702090025699;Nectar hit vital manzana ;Nectar hit vital manzana x 237ml;HIT;Bebidas;1690
7702090025828;Refresco Hit vital pera ;Refresco Hit vital pera x 200 ml;HIT;Bebidas;1290
7702090025835;Refresco Hit vital manzana ;Refresco Hit vital manzana x 200 ml;HIT;Bebidas;1290
7702090026450;Refresco tutti frutti naranja ;Refresco tutti frutti naranja x 1000ml;TUTTI FRUTTI;Bebidas;2790
7702090026757;Refresco Tutti frutti surtido ;Refresco Tutti frutti surtido x 6unds x 200ml c-u - Refresco tutti frutti surtido x 6unds x 200ml c-u;TUTTI FRUTTI;Bebidas;5390
7702090027525;Bebida de Té Mr Tea light durazno ;Bebida de Té Mr Tea light durazno x 300 ml;MR TEA;Bebidas;1550
7702090027884;Agua saborizada lima limón H2O ;Agua saborizada lima limón H2O X 600ml;H2OH!;Bebidas;2490
7702090027938;Jugo Hit vital surtido ;Jugo Hit vital surtido x 200 ml - Jugo hit vital surtido x 200 ml;HIT;Bebidas;6590
7702090028584;Gaseosa duopack ;Gaseosa duopack x 2500 ml;POSTOBON;Bebidas;8990
7702090028836;Agua Oasis bot ;Agua Oasis bot x 600 ml - Agua oasis bot x 600 ml;OASIS;Bebidas;1390
7702090029154;Agua Saborizada H2O ;Agua Saborizada H2O X 600ml Maracuyá;H2OH!;Bebidas;2490
7702090029505;Gaseosa Postobon Colombiana ;Gaseosa Postobon Colombiana x 1.5 L;COLOMBIANA;Bebidas;1990
7702090029512;Gaseosa Postobon Manzana ;Gaseosa Postobon Manzana x 1.5 L;POSTOBON;Bebidas;2790
7702090029543;Gaseosa Postobon Bretaña ;Gaseosa Postobon Bretaña x 1.5 L;BRETANA;Bebidas;2990
7702090029567;Gaseosa Pepsi x 1.5 lts;Gaseosa Pepsi x 1.5 lts;PEPSI;Bebidas;2690
7702090029581;Gaseosa Canada Dry ginger ;Gaseosa Canada Dry ginger x 1.5 litros;CANADA DRY;Bebidas;2990
7702090029611;Gaseosa Pepsi light ;Gaseosa Pepsi light x 1,5 Litro;PEPSI;Bebidas;2790
7702090029741;Squash ;Squash x 500 ml;AQUASH;Bebidas;1550
7702090029819;Bebida Mr Tea Limón ;Bebida Mr Tea Limón x 500 ml;MR TEA;Bebidas;1990
7702090029826;Bebida Mr Tea Durazno ;Bebida Mr Tea Durazno x 500 ml;MR TEA;Bebidas;1690
7702090029840;Bebida de te Mr Tea verde ;Bebida de te Mr Tea verde x 500 ml;MR TEA;Bebidas;1990
7702090029857;Jugo Hit Pet ;Jugo Hit Pet x 500ml Mora;HIT;Bebidas;1690
7702090029864;Jugo Hit Pet ;Jugo Hit Pet x 500ml Mango;HIT;Bebidas;1890
7702090029871;Jugo Hit Pet ;Jugo Hit Pet x 500ml Naranja - Piña;HIT;Bebidas;1690
7702090029888;Jugo Hit Pet ;Jugo Hit Pet x 500 ml Frutas Tropicales;HIT;Bebidas;1890
7702090029994;Squash mandarina frutas tropicales duopack pet ;Squash mandarina frutas tropicales duopack pet x 500 ml;SQUASH;Bebidas;2050
7702090030730;Refresco fruta hit frutas tropicales ;Refresco fruta hit frutas tropicales x 300 ml;HIT;Bebidas;1590
7702090030808;Pack 3 sabores surtidos  gatorade 500 ml;Pack 3 sabores surtidos  gatorade 500 ml;GATORADE;Bebidas;5990
7702090030839;Bebida té de limón Mr Tea ;Bebida té de limón Mr Tea x 1.5 L;MRTEA;Bebidas;3190
7702090031065;Dúo pack Bebida Mr Tea Limón ;Dúo pack Bebida Mr Tea Limón x 1.5L Precio Especial;MR TEA;Bebidas;4990
7702090031584;Oferta Jugo Hit Surtido Brick ;Oferta Jugo Hit Surtido Brick x 200ml Pague 10 lleve 12;HIT;Bebidas;9390
7702090031928;Gaseosa postobon manzana ;Gaseosa postobon manzana x 400 ml;POSTOBON;Bebidas;1590
7702090031942;Gaseosa postobon Uva ;Gaseosa postobon Uva x 400 ml;POSTOBON;Bebidas;1650
7702090031966;Gaseosa Pepsi ;Gaseosa Pepsi x 400 ml;PEPSI;Bebidas;1590
7702090032017;Gaseosa colombiana ;Gaseosa colombiana x 400 ml;COLOMBIANA;Bebidas;1690
7702090032048;Gaseosa Postobon surtida ;Gaseosa Postobon surtida x 4 unds x 1.500ml - gaseosa Postobon surtida x 4 unds x 1.500ml;POSTOBON;Bebidas;9990
7702090032567;Jugo Citrus hit naranja pet ;Jugo Citrus hit naranja pet x 250 ml;HIT;Bebidas;700
7702090032789;Jugo Hit Naranja Pet ;Jugo Hit Naranja Pet x 2L;HIT;Bebidas;2167
7702090033144;Jugo Citrus Hit Naranja ;Jugo Citrus Hit Naranja x 250ml Pack x 15 Und;HIT;Bebidas;11990
7702090033601;Hit lulo ;Hit lulo x 500 ml;HIT;Bebidas;1890
7702090033977;Bebida De Té Mr. Tea Light Limón Pet ;Bebida De Té Mr. Tea Light Limón Pet X 500 Ml;MR TEA;Bebidas;1790
7702090036879;Gaseosa Colombiana Cero Calorías ;Gaseosa Colombiana Cero Calorías X2.5L;COLOMBIANA;Bebidas;5190
7702090037722;Gaseosa Manzana postobon cero calorías ;Gaseosa Manzana postobon cero calorías x 1,5 Litros;POSTOBON;Bebidas;2790
7702090037739;Gaseosa Colombiana Cero ;Gaseosa Colombiana Cero x 1,5 L;COLOMBIANA;Bebidas;2790
7702090039191;Cerveza Coors Light ;Cerveza Coors Light Importada Six Pack Lata Cerveza 295 ml;COORS LIGHT;Vinos y Licores;14500
